1;2
9;3
10;5
11;6
12;7
13;8
14;9
15;12
16;13
17;18
18;21
19;22
20;25
21;26
22;167
23;177
24;180
25;183
26;274
27;279
28;321
29;335
30;381
31;607
32;638
33;669
34;869
35;907
36;917
37;943
38;997
39;1019
40;1226
41;1339
42;1365
43;1374
44;1529
45;1745
46;1856
47;1919
48;1950
49;2154
50;2251
51;2326
52;2354
53;2428
54;2466
55;2517
56;2608
57;2661
58;2668
59;2680
60;2698
